item	nak	nek	naknek
sz á r m a z á s	121	0	1.000
sz á r m a z á s ú	497	0	1.000
sz á r m a z ó	375	0	1.000
sz á r m a z t a t á s	8	0	1.000
sz á r ny	395	0	1.000
sz á r ny a s	48	0	1.000
sz a r o s	22	0	1.000
sz a r v	53	0	1.000
sz a r v a	3	0	1.000
sz a t í r	58	0	1.000
sz a t i r i k u s	23	0	1.000
sz a t ó cs	35	0	1.000
sz a ty o r	28	0	1.000
sz a v a	4970	0	1.000
sz a v a d	213	0	1.000
sz a v a k	4680	0	1.000
sz a v a l á s	24	0	1.000
sz a v a l ó	37	0	1.000
sz a v a m	308	0	1.000
sz a v a t o s s á g	13	0	1.000
sz a v a z á s	3230	0	1.000
sz a v a z a t	309	0	1.000
sz a v a z a t o k	544	0	1.000
sz a v a z ó	337	0	1.000
sz a v a z ó k	714	0	1.000
sz a k s o f o n	15	0	1.000
sz á z	233	0	1.000
sz á z a d	2510	0	1.000
sz á z a d o s	541	0	1.000
sz á z a l é k o s	250	0	1.000
sz e á n sz	97	0	1.000
sz e d á n	12	0	1.000
sz e gy cs o n t	9	0	1.000
sz e k t a	501	0	1.000
sz e k t o r	1650	0	1.000
sz e l e b u r d i	32	0	1.000
sz é l h á m o s	197	0	1.000
sz é l h á m o s s á g	106	0	1.000
sz e m a f o r	13	0	1.000
sz e m h é j a k	12	0	1.000
sz e m i t a	14	0	1.000
sz e m r e h á ny á s	92	0	1.000
sz e m r e v a l ó	19	0	1.000
sz e n á t u s	1320	0	1.000
sz é n d i o k s i d	44	0	1.000
sz e n z á c i ó	670	0	1.000
sz e n z á c i ó s	315	0	1.000
sz e r e p j á t sz á s	24	0	1.000
sz e r t a r t á s o s	19	0	1.000
sz é r u m	24	0	1.000
sz e r v i l i z m u s	19	0	1.000
sz e k s i s t a	33	0	1.000
sz e k s o l ó g u s	28	0	1.000
sz e z o n j a	7	0	1.000
sz i á m	19	0	1.000
sz i d a l m a k	8	0	1.000
sz i d a l m a z á s	27	0	1.000
sz i d á s	13	0	1.000
sz i f o n	26	0	1.000
sz i g o r	121	0	1.000
sz i g o r í t á s	111	0	1.000
sz i g o r l a t	110	0	1.000
sz i g o r ú	793	0	1.000
sz i g o r ú s á g	61	0	1.000
sz í j	26	0	1.000
sz i k á r	47	0	1.000
sz i k l a	731	0	1.000
sz i k l á k	248	0	1.000
sz i k l á s	15	0	1.000
sz i l a j	25	0	1.000
sz i l á n k	10	0	1.000
sz i l á r d	1920	0	1.000
sz i l l o g i z m u s	25	0	1.000
sz i l v a	101	0	1.000
sz i m a t	45	0	1.000
sz i m b i ó z i s	66	0	1.000
sz i m b o l i k u s	335	0	1.000
sz i m b o l i z m u s	64	0	1.000
sz i m b ó l u m	582	0	1.000
sz i m m e t r i k u s	161	0	1.000
sz i m u l á n s	21	0	1.000
sz i m u l á t o r	76	0	1.000
sz i n d i k á t u s	42	0	1.000
sz í n j á t sz á s	369	0	1.000
sz i n k r o n	114	0	1.000
sz i n k r o n i z á l	102	0	1.000
sz i n k r o n i z á l t	9	0	1.000
sz i n o n i m	30	0	1.000
sz i n o p sz i s	17	0	1.000
sz í n p a d i a s	24	0	1.000
sz i n t e t i k u s	29	0	1.000
sz i n u sz	14	0	1.000
sz i r o m	24	0	1.000
sz i r u p	33	0	1.000
sz i r u p o s	29	0	1.000
sz i t a	38	0	1.000
sz i t á l á s	16	0	1.000
sz i t k o z ó d á s	20	0	1.000
sz i t o k	24	0	1.000
sz i t ty ó	10	0	1.000
sz i v a cs	66	0	1.000
sz i v a cs o s	11	0	1.000
sz i v a r	113	0	1.000
sz i v á r g á s	31	0	1.000
sz i v á r o g	804	0	1.000
sz i v á r v á ny	155	0	1.000
sz í v á s	39	0	1.000
sz i v a t ty ú	132	0	1.000
sz í v ó s	123	0	1.000
sz í v ó s s á g	18	0	1.000
sz í v t i p r ó	46	0	1.000
sz k e p t i c i z m u s	48	0	1.000
sz k e p t i k u s	228	0	1.000
sz l á v	73	0	1.000
sz l o v á k	546	0	1.000
sz n o b	215	0	1.000
sz n o b i z m u s	62	0	1.000
sz n o b s á g	23	0	1.000
sz o b r á sz	572	0	1.000
sz o b r á sz a t	227	0	1.000
sz o b r o k	400	0	1.000
sz ó d á s	14	0	1.000
sz ö g e s d r ó t	13	0	1.000
sz ó j a b a b	13	0	1.000
sz o k á s o k	3110	0	1.000
sz o k á s o m	38	0	1.000
sz o k á s o s	692	0	1.000
sz ó k i m o n d ó	41	0	1.000
sz o k ny á k	19	0	1.000
sz o k o t t	17	0	1.000
sz o k t a t á s	32	0	1.000
sz o k v á ny	10	0	1.000
sz o k v á ny o s	564	0	1.000
sz ó l a m	118	0	1.000
sz ó l á s	249	0	1.000
sz o l g a	1990	0	1.000
sz o l g á l a t o s	38	0	1.000
sz o l g á l ó	424	0	1.000
sz o l g a l o m	16	0	1.000
sz o l g á l t a t á s	4710	0	1.000
sz o l g á l t a t ó	4740	0	1.000
sz o l g a s á g	204	0	1.000
sz o l i d	123	0	1.000
sz o l i p sz i z m u s	21	0	1.000
sz ó l í t á s	22	0	1.000
sz ó l ó	393	0	1.000
sz o m j a s	77	0	1.000
sz o m j ú s á g	96	0	1.000
sz o m o r ú	2280	0	1.000
sz o m o r ú s á g	290	0	1.000
sz o m sz é d	944	0	1.000
sz o m sz é d o k	931	0	1.000
sz o m sz é d o s	49	0	1.000
sz o m sz é d s á g	85	0	1.000
sz ó n o k	483	0	1.000
sz ó n o k l a t	105	0	1.000
sz ó n o k l a t o k	33	0	1.000
sz o p á s	57	0	1.000
sz o p r á n	20	0	1.000
sz o p t a t á s	147	0	1.000
sz ó r a k o z á s	1520	0	1.000
sz ó r a k o z o t t	83	0	1.000
sz ó r á s	101	0	1.000
sz o r g a l m a s	159	0	1.000
sz o r g a l o m	168	0	1.000
sz o r í t á s	38	0	1.000
sz o r í t ó	21	0	1.000
sz ó r ó d á s	32	0	1.000
sz o r o n g á s	315	0	1.000
sz o r o n g a t á s	68	0	1.000
sz o r o n g a t ó	51	0	1.000
sz ó r t	7	0	1.000
sz o r u l á s	7	0	1.000
sz o r u l ó	162	0	1.000
sz o r u l t	22	0	1.000
sz ó r v á ny o s	26	0	1.000
sz o r z á s	78	0	1.000
sz o r z a t	124	0	1.000
sz ó sz	34	0	1.000
sz ó sz á ty á r	33	0	1.000
sz ó t l a n	30	0	1.000
sz p o n z o r	331	0	1.000
sz t á r	2250	0	1.000
sz t á r s á g	30	0	1.000
sz t o ch a sz t i k u s	39	0	1.000
sz t o i k u s	14	0	1.000
sz t o r i	447	0	1.000
sz t r á j k	273	0	1.000
sz ú	29	0	1.000
sz u b sz t r á t u m	6	0	1.000
sz u b v e n c i ó	23	0	1.000
sz u k a	140	0	1.000
sz ű k m a r k ú	21	0	1.000
sz u l f á t	21	0	1.000
sz u l f i d	5	0	1.000
sz ü n n a p	15	0	1.000
sz u n ny a d ó	12	0	1.000
sz ú ny o g	77	0	1.000
sz ú r á s	31	0	1.000
sz u r d o k	24	0	1.000
sz u r k o l á s	45	0	1.000
sz u r k o l ó	713	0	1.000
sz u r o ny	10	0	1.000
sz ú r ó s	21	0	1.000
sz u sz p e n z i ó	18	0	1.000
sz u v a s o d á s	11	0	1.000
t á b l á z a t o k	99	0	1.000
t á b o r	2590	0	1.000
t á b o r o z á s	60	0	1.000
t á b o r o z ó	52	0	1.000
t a b u	803	0	1.000
t a cs k ó	49	0	1.000
t á g	110	0	1.000
t á g a b b	24	0	1.000
t á g a s	317	0	1.000
t á g a s s á g	17	0	1.000
t a g j a	26900	0	1.000
t a g o k	26900	0	1.000
t a g o l á s	58	0	1.000
t a g o l t s á g	49	0	1.000
t a g o z a t	798	0	1.000
t a g s á g	1830	0	1.000
t á g u l á s	28	0	1.000
t a h ó	93	0	1.000
t á j	1860	0	1.000
t á j é k o z o t t	464	0	1.000
t á j f u n	62	0	1.000
t á j o l ó	12	0	1.000
t a k á cs	91	0	1.000
t a k a r á s	32	0	1.000
t a k a r é k o s	185	0	1.000
t a k a r í t á s	168	0	1.000
t a k a r í t ó	97	0	1.000
t a k a r m á ny	361	0	1.000
t a k a r ó	198	0	1.000
t a k a r ó k	16	0	1.000
t a k a r o s	26	0	1.000
t a k ny o s	54	0	1.000
t á k o l m á ny	52	0	1.000
t a k o ny	23	0	1.000
t a k t i k a	460	0	1.000
t a k t i k u s	58	0	1.000
t á l	115	0	1.000
t a l a j	561	0	1.000
t á l a l á s	44	0	1.000
t a l á l a t	343	0	1.000
t a l á l é k o ny	96	0	1.000
t a l á l g a t á s	162	0	1.000
t a l á l k o z á s	1580	0	1.000
t a l á l k o z ó	3520	0	1.000
t a l á l m á ny	839	0	1.000
t a l á l ó	415	0	1.000
t a l á l t	12	0	1.000
t a l á l t a k	19	0	1.000
t a l á ny	101	0	1.000
t a l a p z a t	48	0	1.000
t a l e n t u m	101	0	1.000
t a l i z m á n	68	0	1.000
t a l l é r	38	0	1.000
t a l m i	32	0	1.000
t a l o n	9	0	1.000
t a l p	121	0	1.000
t a l p a s	15	0	1.000
t a l p a z a t	8	0	1.000
t á ly o g	12	0	1.000
t a m á s	5700	0	1.000
t á m a sz k o d á s	12	0	1.000
t á m o g a t á s	5430	0	1.000
t á m o g a t ó	673	0	1.000
t á m o g a t ó k	1690	0	1.000
t a m p o n	29	0	1.000
t a n á cs k o z á s	784	0	1.000
t a n á cs n o k	137	0	1.000
t a n á cs o k	1520	0	1.000
t a n á cs o s	1640	0	1.000
t a n á cs t a l a n	157	0	1.000
t a n á r	11100	0	1.000
t á n c	889	0	1.000
t á n c o l á s	20	0	1.000
t á n c o s	400	0	1.000
t a n g ó	50	0	1.000
t a n í t á s	2010	0	1.000
t a n í t ó	2110	0	1.000
t a n í t v á ny	912	0	1.000
t a n í t v á ny o k	1960	0	1.000
t a n k o l á s	12	0	1.000
t a n o k	305	0	1.000
t a n o n c	154	0	1.000
t a n t u sz	9	0	1.000
t a n ú	866	0	1.000
t a n ú k	336	0	1.000
t a n u l á s	2180	0	1.000
t a n u l é k o ny	33	0	1.000
t a n u l m á ny	2030	0	1.000
t a n u l m á ny o k	723	0	1.000
t a n u l ó	5590	0	1.000
t a n u l ó k	11500	0	1.000
t a n u l s á g	173	0	1.000
t a n u l t	39	0	1.000
t a n u l t s á g	14	0	1.000
t a n ú s á g	30	0	1.000
t a n ú s í t ó	25	0	1.000
t a n ú s k o d á s	17	0	1.000
t a ny a	297	0	1.000
t á ny é r	78	0	1.000
t á ny é r o k	30	0	1.000
t á p	147	0	1.000
t a p a d á s	42	0	1.000
t a p a d ó	11	0	1.000
t a p a sz	22	0	1.000
t a p a sz t a l a t	1830	0	1.000
t a p a sz t a l t	279	0	1.000
t a p i n t á s	36	0	1.000
t a p i n t a t	39	0	1.000
t a p i n t a t o s	88	0	1.000
t a p í r	21	0	1.000
t á p l á l á s	79	0	1.000
t á p l á l k o z ó k	18	0	1.000
t á p l á l ó	20	0	1.000
t a p l ó	46	0	1.000
t a p s	105	0	1.000
t a p s o l á s	13	0	1.000
t a r a j	9	0	1.000
t á r gy	4380	0	1.000
t á r gy a k	2970	0	1.000
t á r gy a l á s	609	0	1.000
t á r gy a l á s o k	1620	0	1.000
t á r gy i l a g o s	352	0	1.000
t á r gy t a l a n	234	0	1.000
t a r k a s á g	21	0	1.000
t á r l a t	398	0	1.000
t a r l ó	11	0	1.000
t á r o l á s	186	0	1.000
t á r o l ó	181	0	1.000
t á r o z ó	52	0	1.000
t á r s	902	0	1.000
t á r s a d a l o m	16800	0	1.000
t á r s a l g á s	218	0	1.000
t á r s a l g ó	73	0	1.000
t á r s a s á g	14800	0	1.000
t á r s í t á s	32	0	1.000
t á r s t a l a n	30	0	1.000
t á r s u l á s	696	0	1.000
t a r t a l é k o s	70	0	1.000
t a r t a l m a s	279	0	1.000
t a r t a l m a z	40500	0	1.000
t a r t a l m a z ó	58	0	1.000
t a r t a l m ú	87	0	1.000
t a r t á ly	141	0	1.000
t a r t a m	33	0	1.000
t a r t a n d ó	25	0	1.000
t a r t á s	244	0	1.000
t a r t ó	301	0	1.000
t a r t ó k	296	0	1.000
t a r t o m á ny	1840	0	1.000
t a r t ó s	2120	0	1.000
t a r t ó s í t á s	17	0	1.000
t a r t ó s s á g	30	0	1.000
t a r t o z á s	489	0	1.000
t a r t o z á s o k	60	0	1.000
t a r t o z é k o k	86	0	1.000
t a r t ó z k o d á s	320	0	1.000
t a r t ó z k o d ó	189	0	1.000
t a r t o z ó	5520	0	1.000
t á r u l	2150	0	1.000
t a sz í t á s	12	0	1.000
t a sz í t ó	110	0	1.000
t a t	139	0	1.000
t a t a	126	0	1.000
t a t á r	163	0	1.000
t a t a r o z á s	20	0	1.000
t a t u	24	0	1.000
t á v	667	0	1.000
t a v a sz	873	0	1.000
t á v l a t	62	0	1.000
t á v o l	36	0	1.000
t á v o l a b b	17	0	1.000
t á v o l o d ó	41	0	1.000
t á v o l s á g	766	0	1.000
t á v o z á s	95	0	1.000
t á v o z ó	92	0	1.000
t á v ú	90	0	1.000
t a k s i	183	0	1.000
t a k s i k	40	0	1.000
t a k s i s	504	0	1.000
t e a	631	0	1.000
t é b o ly	106	0	1.000
t é b o ly o d o t t	16	0	1.000
t é b o ly u l t	20	0	1.000
t e ch n i k a	3470	0	1.000
t e ch n i k u m	36	0	1.000
t e ch n i k u s	320	0	1.000
t e g n a p	112	0	1.000
t é k o z l á s	32	0	1.000
t é k o z l ó	33	0	1.000
t e l j h a t a l m ú	16	0	1.000
t e l l ú r	14	0	1.000
t é m a	7160	0	1.000
t e m a t i k u s	32	0	1.000
t e m p ó	167	0	1.000
t e n d e n c i a	875	0	1.000
t e n o r	50	0	1.000
t e o l ó g u s	363	0	1.000
t e r a sz	101	0	1.000
t e r m i n u s	139	0	1.000
t e r m o sz t á t	32	0	1.000
t e r r o r	570	0	1.000
t e r r o r i s t a	843	0	1.000
t e s t a m e n t u m	40	0	1.000
t e t o v á l á s	41	0	1.000
t é t o v a s á g	18	0	1.000
t é t o v á z á s	56	0	1.000
t é t o v á z ó	10	0	1.000
t é v t a n	24	0	1.000
t í f u sz	23	0	1.000
t i l a l m a s	80	0	1.000
t i l a l o m	394	0	1.000
t i l o s	579	0	1.000
t i l t a k o z á s	673	0	1.000
t i l t a k o z ó	16	0	1.000
t i l t á s	197	0	1.000
t í m á r	47	0	1.000
t i m s ó	11	0	1.000
t i p i k u s	1580	0	1.000
t i p i z á l á s	17	0	1.000
t i r a n n u s	17	0	1.000
t i r o l	70	0	1.000
t i sz a v i r á g	55	0	1.000
t i sz t a	3030	0	1.000
t i sz t á s	65	0	1.000
t i sz t a s á g	428	0	1.000
t i sz t a s á g ú	26	0	1.000
t i sz t á t a l a n	562	0	1.000
t i sz t á t l a n	21	0	1.000
t i sz t í t á s	161	0	1.000
t i sz t í t ó	24	0	1.000
t i sz t o g a t á s	252	0	1.000
t i sz t o g a t ó	14	0	1.000
t i t á n	225	0	1.000
t i t k á r	924	0	1.000
t i t k á r s á g	447	0	1.000
t i t k o l ó z á s	113	0	1.000
t i t k o m	32	0	1.000
t i t k o s	1160	0	1.000
t i t k o s s á g	22	0	1.000
t i t o k z a t o s	467	0	1.000
t i v o l i	9	0	1.000
t i z e n h á r o m	63	0	1.000
t i z e n h a t	41	0	1.000
t i z e n ny o l c	45	0	1.000
t o b o r z á s	63	0	1.000
t o b o r z ó	14	0	1.000
t o b z ó d á s	55	0	1.000
t o j á s	555	0	1.000
t o j á s o k	94	0	1.000
t o j ó	113	0	1.000
t o k á ny	33	0	1.000
t o k j a	79	0	1.000
t o k o z á s	21	0	1.000
t o l a k o d á s	415	0	1.000
t o l a k o d ó	227	0	1.000
t o l e r á n s	351	0	1.000
t o l l	300	0	1.000
t o l l a s	10	0	1.000
t o l l ú	7	0	1.000
t o l m á cs o l á s	31	0	1.000
t o l ó	15	0	1.000
t o l o n g á s	31	0	1.000
t o l u o l	8	0	1.000
t o l v a j l á s	44	0	1.000
t o m b o l á s	32	0	1.000
t o m b o l ó	11	0	1.000
t o m p a s á g	9	0	1.000
t o n h a l	14	0	1.000
t ó n u s	57	0	1.000
t o p o g á s	12	0	1.000
t o p o r o g	251	0	1.000
t o r k a	995	0	1.000
t o r k o s s á g	11	0	1.000
t o r k ú	8	0	1.000
t o r l a sz	29	0	1.000
t o r l ó d á s	22	0	1.000
t o r n á c	31	0	1.000
t o r n á d ó	4850	0	1.000
t o r ny a	938	0	1.000
t o r o ny	706	0	1.000
t o r p e d ó	39	0	1.000
t o r t a	147	0	1.000
t o r z	165	0	1.000
t o r z í t á s	120	0	1.000
t o r z u l á s	75	0	1.000
t ó sz t	12	0	1.000
t ó t	286	0	1.000
t o t á l k á r o s	26	0	1.000
t o t ó	24	0	1.000
t o k s i k u s	74	0	1.000
t r a f ó	39	0	1.000
t r á g á r	82	0	1.000
t r á g á r s á g	59	0	1.000
t r a g i k u m	70	0	1.000
t r a g i k u s	772	0	1.000
t r á gy á z á s	28	0	1.000
t r a k t á t u s	15	0	1.000
t r a k t o r	2230	0	1.000
t r a m b u l i n	19	0	1.000
t r a n sz	41	0	1.000
t r a n sz f o r m á t o r	60	0	1.000
t r a n z a k c i ó	343	0	1.000
t r a n z i sz t o r	66	0	1.000
t r a n z i t	37	0	1.000
t r é f á l k o z á s	42	0	1.000
t r e h á ny	9	0	1.000
t r i ó	253	0	1.000
t r o m b i t á s	46	0	1.000
t r o m f	13	0	1.000
t r ó n	193	0	1.000
t r ó p u s o k	11	0	1.000
t r u b a d ú r	40	0	1.000
t r u p p	11	0	1.000
t u b á k	9	0	1.000
t u b u s	31	0	1.000
t u c a t	29	0	1.000
t u d a k o z ó	31	0	1.000
t u d á l é k o s	41	0	1.000
t u d á s	4530	0	1.000
t u d á s ú	36	0	1.000
t u d a t a	2490	0	1.000
t u d a t l a n s á g	297	0	1.000
t u d a t o s	262	0	1.000
t u d a t o s s á g	320	0	1.000
t u d a t t a l a n	199	0	1.000
t u d ó	145	0	1.000
t u d o k	125	0	1.000
t u d o m á ny	7120	0	1.000
t u d o m á ny o k	984	0	1.000
t u d o m á ny o s	571	0	1.000
t u d ó s	3030	0	1.000
t u d ó s í t á s	167	0	1.000
t u d ó s í t ó	308	0	1.000
t ú l	22	0	1.000
t u l a j d o n a	2390	0	1.000
t u l a j d o n o s	8420	0	1.000
t u l a j d o n s á g	788	0	1.000
t u l i p á n	80	0	1.000
t ú l z ó	847	0	1.000
t u m u l t u s	15	0	1.000
t u ny a s á g	33	0	1.000
t u r i s t a	1580	0	1.000
t u r i z m u s	736	0	1.000
t u r k á l á s	14	0	1.000
t u r n u s	29	0	1.000
t ú r ó	165	0	1.000
t u s k ó	97	0	1.000
t ú sz	170	0	1.000
t u t a j	42	0	1.000
t u t a j o s	10	0	1.000
t u t i	95	0	1.000
t ú z o k	39	0	1.000
t ű z o l t ó	42	0	1.000
t ű z o l t ó k	447	0	1.000
t ű z o l t ó s á g	116	0	1.000
ty ú k	449	0	1.000
u b o r k a	73	0	1.000
u d v a r	944	0	1.000
u d v a r i a s	233	0	1.000
u d v a r l á s	88	0	1.000
u d v a r l ó	42	0	1.000
u d v a r o n c	37	0	1.000
u f ó	95	0	1.000
u g a r	84	0	1.000
u g a t á s	19	0	1.000
u g r á l á s	17	0	1.000
u g r á n d o z á s	6	0	1.000
u g r á s	251	0	1.000
u g r a t á s	90	0	1.000
u g r a t ó	17	0	1.000
u g r ó	43	0	1.000
ü gy e f o gy o t t	60	0	1.000
ü gy v é d b o j t á r	24	0	1.000
ú j	14200	0	1.000
ú j a b b	151	0	1.000
ú j d o n s á g	5340	0	1.000
ú j í t á s	640	0	1.000
ú j í t ó	157	0	1.000
u j j	132	0	1.000
u j j a	365	0	1.000
u j j a k	147	0	1.000
u j j o n g á s	40	0	1.000
ú j o n c	733	0	1.000
ú j s á g	4730	0	1.000
ú j s á g o s	17	0	1.000
u k r á n	163	0	1.000
u n a l m a s	3280	0	1.000
u n a l o m	155	0	1.000
u n d o k	64	0	1.000
u n d o r	59	0	1.000
u n d o r í t ó	679	0	1.000
u n i ó	8410	0	1.000
ü n n e p r o n t ó	76	0	1.000
u n o k a	429	0	1.000
u n o t t	58	0	1.000
u n sz o l á s	84	0	1.000
u r a	9290	0	1.000
u r a d a l o m	237	0	1.000
u r a l k o d á s	130	0	1.000
u r a l k o d ó	3120	0	1.000
u r a l m a	4020	0	1.000
u r a l o m	736	0	1.000
u r a m	3170	0	1.000
u r á n	69	0	1.000
ú r h a t n á m	8	0	1.000
u s a	40	0	1.000
u sz á ly	14	0	1.000
ú sz á s	139	0	1.000
u sz í t á s	233	0	1.000
u sz í t ó	65	0	1.000
u sz k á r	20	0	1.000
ú sz ó	220	0	1.000
ú sz t a t á s	9	0	1.000
u t a k	760	0	1.000
u t a l á s	263	0	1.000
u t á l a t	43	0	1.000
u t á l a t o s	145	0	1.000
u t a l ó	24	0	1.000
u t a l v á ny	39	0	1.000
u t á n z á s	167	0	1.000
u t á n z a t	128	0	1.000
u t á n z ó	36	0	1.000
u t a s í t á s	1680	0	1.000
u t á sz	11	0	1.000
u t a z á s	1570	0	1.000
u t a z á s o k	203	0	1.000
u t a z g a t á s	15	0	1.000
u t a z ó	899	0	1.000
u t c a	2280	0	1.000
ú t m u t a t á s	136	0	1.000
u t ó d	546	0	1.000
u t ó d o k	750	0	1.000
u t ó l a g o s	16	0	1.000
u t o l s ó	3760	0	1.000
u t ó p i á k	44	0	1.000
ú t sz a k a sz	128	0	1.000
u zs o r á s	96	0	1.000
v a c a k	94	0	1.000
v a d	1620	0	1.000
v á d	527	0	1.000
v á d l ó	98	0	1.000
v á d l o t t	601	0	1.000
v á d l o t t a k	236	0	1.000
v a d l u d a k	12	0	1.000
v a d ó c	38	0	1.000
v a d o n	127	0	1.000
v a d o n a t ú j	89	0	1.000
v a d o r z ó	16	0	1.000
v a d s á g	41	0	1.000
v a g á ny	145	0	1.000
v á g á s	219	0	1.000
v á g á s ú	32	0	1.000
v a g d a l t	11	0	1.000
v á g ó	242	0	1.000
v a g o n	36	0	1.000
v á gy a k o z á s	132	0	1.000
v á gy a k o z ó	16	0	1.000
v á gy ó	227	0	1.000
v á gy ó d á s	55	0	1.000
v a gy o k	35	0	1.000
v a gy o n	1990	0	1.000
v a gy o n a	7400	0	1.000
v a gy o n o m	68	0	1.000
v a gy o n o s	74	0	1.000
v a gy o n o s o k	26	0	1.000
v a j	133	0	1.000
v á j á r	17	0	1.000
v a j o n	4	0	1.000
v a j ú d á s	34	0	1.000
v a k	835	0	1.000
v a k á c i ó	227	0	1.000
v a k a r cs	20	0	1.000
v a k í t á s	13	0	1.000
v a k í t ó	20	0	1.000
v a k o k	2310	0	1.000
v a k o l a t	64	0	1.000
v a k o n d	55	0	1.000
v a k s á g	128	0	1.000
v a k u	87	0	1.000
v á k u u m	97	0	1.000
v a l a h o l	11	0	1.000
v á l á s	567	0	1.000
v á l a sz a	786	0	1.000
v á l a sz o l ó	85	0	1.000
v á l a sz t á s	3150	0	1.000
v á l a sz t á s o k	2490	0	1.000
v á l a sz t á s o m	18	0	1.000
v á l a sz t é k o s	52	0	1.000
v á l a sz t m á ny	747	0	1.000
v á l a sz t ó	412	0	1.000
v á l a sz t ó k	2620	0	1.000
v á l l	700	0	1.000
v á l l a	240	0	1.000
v á l l a k	56	0	1.000
v á l l a l k o z á s	7800	0	1.000
v á l l a l ó	103	0	1.000
v á l l a l t	43	0	1.000
v a l l á s	3900	0	1.000
v a l l á s o s	664	0	1.000
v a l l á s o s s á g	276	0	1.000
v a l l á s t a l a n	51	0	1.000
v a l l a t á s	54	0	1.000
v a l l a t ó	11	0	1.000
v a l l ó	48	0	1.000
v a l l o m á s	389	0	1.000
v a l ó	3370	0	1.000
v á l ó	17	0	1.000
v a l ó d i s á g	19	0	1.000
v á l o g a t á s	316	0	1.000
v á l o g a t ó	59	0	1.000
v á l o g a t ó s	49	0	1.000
v a l ó k	328	0	1.000
v a l ó s	922	0	1.000
v a l ó s á g	16400	0	1.000
v a l ó t l a n	512	0	1.000
v a l ó t l a n s á g	52	0	1.000
v á l s á g	811	0	1.000
v á l t a k o z á s	13	0	1.000
v á l t á s	546	0	1.000
v á l t ó	590	0	1.000
v á l t ó k	84	0	1.000
v á l t o z á s	5210	0	1.000
v á l t o z á s o k	4770	0	1.000
v á l t o z a t	2020	0	1.000
v á l t o z a t o s	256	0	1.000
v á l t o z é k o ny	58	0	1.000
v á l t o z ó	1880	0	1.000
v á l t o z t a t á s	21000	0	1.000
v á l t o z t a t ó	14	0	1.000
v a l u t a	312	0	1.000
v á ly o g	27	0	1.000
v á ly ú	45	0	1.000
v á m	96	0	1.000
v á m o k	58	0	1.000
v á m o s	182	0	1.000
v á m p í r o k	224	0	1.000
v a n á d i u m	7	0	1.000
v a n d á l	11	0	1.000
v a n d a l i z m u s	270	0	1.000
v á n d o r	547	0	1.000
v á n d o r l á s	184	0	1.000
v á n d o r l ó	48	0	1.000
v á n k o s	61	0	1.000
v á n sz o r g á s	14	0	1.000
v á r a k o z á s	2430	0	1.000
v á r a k o z ó	49	0	1.000
v á r a n d ó s	45	0	1.000
v a r a n gy	28	0	1.000
v a r a s	9	0	1.000
v a r a s o d á s	24	0	1.000
v á r a t l a n s á g	16	0	1.000
v a r á zs	180	0	1.000
v a r á zs l á s	132	0	1.000
v a r á zs l a t o s	88	0	1.000
v a r á zs l ó	864	0	1.000
v a r i á n s	95	0	1.000
v a r j ú	165	0	1.000
v á r ó	49	0	1.000
v á r o m á ny o s	24	0	1.000
v á r o s i a k	147	0	1.000
v a r r á s	46	0	1.000
v á r t	460	0	1.000
v a s	652	0	1.000
v a s a	47	0	1.000
v a s a l á s	26	0	1.000
v a s a l ó	18	0	1.000
v á s á r	519	0	1.000
v á s á r l á s	431	0	1.000
v á s á r l ó	2480	0	1.000
v a s á r n a p	351	0	1.000
v a s a s	320	0	1.000
v a s t a g a b b	131	0	1.000
v á sz o n	126	0	1.000
v á z	159	0	1.000
v á z l a t	259	0	1.000
v á z l a t o s	63	0	1.000
v é k o ny	319	0	1.000
v e k t o r	431	0	1.000
v e n t i l l á t o r	50	0	1.000
v é t e l á r	287	0	1.000
v e t e r á n	584	0	1.000
v é t ó	34	0	1.000
v e z é ny sz ó	26	0	1.000
v i a d a l	488	0	1.000
v i a s k o d á s	28	0	1.000
v i a sz	58	0	1.000
v i b r á c i ó	50	0	1.000
v i b r á l á s	14	0	1.000
v i b r á l ó	21	0	1.000
v i cs o r g á s	14	0	1.000
v i d á m	586	0	1.000
v i d á m s á g	228	0	1.000
v i g a l o m	32	0	1.000
v i g a sz	233	0	1.000
v i g a sz t a l	235	0	1.000
v i g a sz t a l a n	70	0	1.000
v i g a sz t a l á s	153	0	1.000
v i g a sz t a l ó	114	0	1.000
v í g s á g	41	0	1.000
v i gy á z ó	22	0	1.000
v i h a r	776	0	1.000
v i h a r o s	149	0	1.000
v í k e n d h á z	31	0	1.000
v i l á g i a s	22	0	1.000
v i l á g í t á s	233	0	1.000
v i l á g í t ó	22	0	1.000
v i l á g o s	937	0	1.000
v i l á g o s a b b	196	0	1.000
v i l á g o s s á g	663	0	1.000
v i l á g t a l a n	82	0	1.000
v i l l a	282	0	1.000
v i l l á m	172	0	1.000
v i l l á m l á s	32	0	1.000
v i l l a m o s s á g	25	0	1.000
v i l l a n	878	0	1.000
v i l l a n á s	32	0	1.000
v i l l a ny á r a m	18	0	1.000
v i l l a ny o sz l o p	5520	0	1.000
v i l l á s	15	0	1.000
v i l l ó dz á s	26	0	1.000
v i l l o g á s	12	0	1.000
v i l l o g ó	9	0	1.000
v i r á g	2530	0	1.000
v i r á g o s	16	0	1.000
v i r á g z á s	1630	0	1.000
v i r á g z a t	18	0	1.000
