base	type	position	size	tr
 пш о л	TTR	2	monosyllabic	TRUE
ну пш о л	TTR	2	disyllabic	TRUE
 пш о л	TTR	2	monosyllabic	TRUE
ши пш о м	TTR	2	disyllabic	TRUE
 п е шм	TTR	1	monosyllabic	TRUE
 пш е м	TTR	2	monosyllabic	TRUE
 пш е м	TTR	2	monosyllabic	TRUE
 п о шм	TTR	1	monosyllabic	TRUE
ху п о шм	TTR	1	disyllabic	TRUE
 п о шм	TTR	1	monosyllabic	TRUE
 пш е м	TTR	2	monosyllabic	TRUE
 п е шм	TTR	1	monosyllabic	TRUE
 пш о м	TTR	2	monosyllabic	TRUE
 п о шн	TTR	1	monosyllabic	TRUE
 пш е н	TTR	2	monosyllabic	TRUE
 пш е н	TTR	2	monosyllabic	TRUE
 п е шн	TTR	1	monosyllabic	TRUE
хи п е шн	TTR	1	disyllabic	TRUE
 пш е н	TTR	2	monosyllabic	TRUE
 пш о н	TTR	2	monosyllabic	TRUE
 пш е н	TTR	2	monosyllabic	TRUE
та п е шн	TTR	1	disyllabic	TRUE
ра пш е н	TTR	2	disyllabic	TRUE
жи п е шн	TTR	1	disyllabic	TRUE
 пш о н	TTR	2	monosyllabic	TRUE
 пш е п	TTT	2	monosyllabic	FALSE
ру п е шп	TTT	1	disyllabic	FALSE
ла п о шп	TTT	1	disyllabic	FALSE
 пш о п	TTT	2	monosyllabic	FALSE
 пш е п	TTT	2	monosyllabic	FALSE
 п е шр	TTR	1	monosyllabic	TRUE
су п е шр	TTR	1	disyllabic	TRUE
ту пш о р	TTR	2	disyllabic	TRUE
 п о шр	TTR	1	monosyllabic	TRUE
пу п о шр	TTR	1	disyllabic	TRUE
 пш о р	TTR	2	monosyllabic	TRUE
шу п е шр	TTR	1	disyllabic	TRUE
пи п о шр	TTR	1	disyllabic	TRUE
ша пш е р	TTR	2	disyllabic	TRUE
 пш о с	TTT	2	monosyllabic	FALSE
 п о шс	TTT	1	monosyllabic	FALSE
 пш е с	TTT	2	monosyllabic	FALSE
 п е шс	TTT	1	monosyllabic	FALSE
 пш о с	TTT	2	monosyllabic	FALSE
жи п е шс	TTT	1	disyllabic	FALSE
 п о шс	TTT	1	monosyllabic	FALSE
 п е шс	TTT	1	monosyllabic	FALSE
ху п е шх	TTT	1	disyllabic	FALSE
ла п о шх	TTT	1	disyllabic	FALSE
ли п е шх	TTT	1	disyllabic	FALSE
жи п е шх	TTT	1	disyllabic	FALSE
ту п е шх	TTT	1	disyllabic	FALSE
та п е шх	TTT	1	disyllabic	FALSE
 пш е х	TTT	2	monosyllabic	FALSE
ри п о шх	TTT	1	disyllabic	FALSE
 п е шх	TTT	1	monosyllabic	FALSE
 п о шч	TTT	1	monosyllabic	FALSE
 пш о ч	TTT	2	monosyllabic	FALSE
 п е шч	TTT	1	monosyllabic	FALSE
га п о шч	TTT	1	disyllabic	FALSE
ма пш е ч	TTT	2	disyllabic	FALSE
 п е шч	TTT	1	monosyllabic	FALSE
би п о шч	TTT	1	disyllabic	FALSE
ну р е б	RT	0	disyllabic	FALSE
 р о б	RT	0	monosyllabic	FALSE
ха р о б	RT	0	disyllabic	FALSE
 р о б	RT	0	monosyllabic	FALSE
зи р е б	RT	0	disyllabic	FALSE
пу р о б	RT	0	disyllabic	FALSE
ха р о б	RT	0	disyllabic	FALSE
 р о б	RT	0	monosyllabic	FALSE
 р е б	RT	0	monosyllabic	FALSE
ка р е б	RT	0	disyllabic	FALSE
 р е б	RT	0	monosyllabic	FALSE
ху р о б	RT	0	disyllabic	FALSE
ри р о б	RT	0	disyllabic	FALSE
лу р о б	RT	0	disyllabic	FALSE
гу рб е в	RTR	2	disyllabic	TRUE
ми р е бв	RTR	1	disyllabic	TRUE
ру рб е в	RTR	2	disyllabic	TRUE
 рб е в	RTR	2	monosyllabic	TRUE
ти рб е в	RTR	2	disyllabic	TRUE
 рб о в	RTR	2	monosyllabic	TRUE
ху рб е в	RTR	2	disyllabic	TRUE
 рб о в	RTR	2	monosyllabic	TRUE
 р е бв	RTR	1	monosyllabic	TRUE
жа рб о в	RTR	2	disyllabic	TRUE
 р о бв	RTR	1	monosyllabic	TRUE
 рб е в	RTR	2	monosyllabic	TRUE
ши р е бв	RTR	1	disyllabic	TRUE
ша рб о в	RTR	2	disyllabic	TRUE
 рб е в	RTR	2	monosyllabic	TRUE
 р о бв	RTR	1	monosyllabic	TRUE
 рб е в	RTR	2	monosyllabic	TRUE
ку рб е в	RTR	2	disyllabic	TRUE
 р е бв	RTR	1	monosyllabic	TRUE
 рб е в	RTR	2	monosyllabic	TRUE
ми р о н	RR	0	disyllabic	FALSE
бу р о н	RR	0	disyllabic	FALSE
му р о н	RR	0	disyllabic	FALSE
 р е н	RR	0	monosyllabic	FALSE
ка р е н	RR	0	disyllabic	FALSE
 р е н	RR	0	monosyllabic	FALSE
ли р е н	RR	0	disyllabic	FALSE
зу р о н	RR	0	disyllabic	FALSE
 р е н	RR	0	monosyllabic	FALSE
 р о н	RR	0	monosyllabic	FALSE
 р е н	RR	0	monosyllabic	FALSE
ли р о н	RR	0	disyllabic	FALSE
 р о н	RR	0	monosyllabic	FALSE
ри р о н	RR	0	disyllabic	FALSE
 р е н	RR	0	monosyllabic	FALSE
 р е н	RR	0	monosyllabic	FALSE
ма р е н	RR	0	disyllabic	FALSE
ку р е н	RR	0	disyllabic	FALSE
ши р е н	RR	0	disyllabic	FALSE
 р е н	RR	0	monosyllabic	FALSE
ка р о н	RR	0	disyllabic	FALSE
 р е н	RR	0	monosyllabic	FALSE
 р е н	RR	0	monosyllabic	FALSE
 р е н	RR	0	monosyllabic	FALSE
 р о н	RR	0	monosyllabic	FALSE
ти р о н	RR	0	disyllabic	FALSE
 р е н	RR	0	monosyllabic	FALSE
 р е н	RR	0	monosyllabic	FALSE
 р е н	RR	0	monosyllabic	FALSE
 р о н	RR	0	monosyllabic	FALSE
ги р е н	RR	0	disyllabic	FALSE
 р о н	RR	0	monosyllabic	FALSE
 р е н	RR	0	monosyllabic	FALSE
ну р е н	RR	0	disyllabic	FALSE
 р е н	RR	0	monosyllabic	FALSE
та р о н	RR	0	disyllabic	FALSE
 р о н	RR	0	monosyllabic	FALSE
 р о н	RR	0	monosyllabic	FALSE
ка р о н	RR	0	disyllabic	FALSE
му р о н	RR	0	disyllabic	FALSE
 р е н	RR	0	monosyllabic	FALSE
 р е н	RR	0	monosyllabic	FALSE
ма р е н	RR	0	disyllabic	FALSE
ху р е н	RR	0	disyllabic	FALSE
му р о н	RR	0	disyllabic	FALSE
 р е н	RR	0	monosyllabic	FALSE
ти р е н	RR	0	disyllabic	FALSE
 р е н	RR	0	monosyllabic	FALSE
 р е н	RR	0	monosyllabic	FALSE
 р е н	RR	0	monosyllabic	FALSE
ра р е н	RR	0	disyllabic	FALSE
ну р о н	RR	0	disyllabic	FALSE
 р о н	RR	0	monosyllabic	FALSE
ху р о н	RR	0	disyllabic	FALSE
 р е н	RR	0	monosyllabic	FALSE
ри р о н	RR	0	disyllabic	FALSE
ши р е н	RR	0	disyllabic	FALSE
ма р е н	RR	0	disyllabic	FALSE
 р о н	RR	0	monosyllabic	FALSE
 р о н	RR	0	monosyllabic	FALSE
си р е н	RR	0	disyllabic	FALSE
 р е н	RR	0	monosyllabic	FALSE
 р о н	RR	0	monosyllabic	FALSE
га р о н	RR	0	disyllabic	FALSE
 р о н	RR	0	monosyllabic	FALSE
 р о н	RR	0	monosyllabic	FALSE
жа р е н	RR	0	disyllabic	FALSE
зу р о н	RR	0	disyllabic	FALSE
ми р е н	RR	0	disyllabic	FALSE
ти р е н	RR	0	disyllabic	FALSE
 р е н	RR	0	monosyllabic	FALSE
 р о н	RR	0	monosyllabic	FALSE
ну р е н	RR	0	disyllabic	FALSE
 р о н	RR	0	monosyllabic	FALSE
ти р е н	RR	0	disyllabic	FALSE
ну р е н	RR	0	disyllabic	FALSE
му р е н	RR	0	disyllabic	FALSE
 р е н	RR	0	monosyllabic	FALSE
 р о н	RR	0	monosyllabic	FALSE
 р е н	RR	0	monosyllabic	FALSE
жи р о н	RR	0	disyllabic	FALSE
 р е н	RR	0	monosyllabic	FALSE
ху р о н	RR	0	disyllabic	FALSE
 р е н	RR	0	monosyllabic	FALSE
 р о н	RR	0	monosyllabic	FALSE
 р е н	RR	0	monosyllabic	FALSE
 р е н	RR	0	monosyllabic	FALSE
 р о н	RR	0	monosyllabic	FALSE
 р о н	RR	0	monosyllabic	FALSE
бу р о н	RR	0	disyllabic	FALSE
ла р о н	RR	0	disyllabic	FALSE
 р о н	RR	0	monosyllabic	FALSE
шу р о н	RR	0	disyllabic	FALSE
 р о п	RT	0	monosyllabic	FALSE
 р е п	RT	0	monosyllabic	FALSE
ша р е п	RT	0	disyllabic	FALSE
ха р о п	RT	0	disyllabic	FALSE
та р о п	RT	0	disyllabic	FALSE
 р о п	RT	0	monosyllabic	FALSE
 р е п	RT	0	monosyllabic	FALSE
ки р е п	RT	0	disyllabic	FALSE
ги р о п	RT	0	disyllabic	FALSE
жа р о п	RT	0	disyllabic	FALSE
пи р о п	RT	0	disyllabic	FALSE
би р е п	RT	0	disyllabic	FALSE
га р е п	RT	0	disyllabic	FALSE
ри р о п	RT	0	disyllabic	FALSE
 р о п	RT	0	monosyllabic	FALSE
 р е п	RT	0	monosyllabic	FALSE
 р о п	RT	0	monosyllabic	FALSE
 р е п	RT	0	monosyllabic	FALSE
хи рп е в	RTR	2	disyllabic	TRUE
пи рп е в	RTR	2	disyllabic	TRUE
 р о пв	RTR	1	monosyllabic	TRUE
су рп е в	RTR	2	disyllabic	TRUE
 рп о в	RTR	2	monosyllabic	TRUE
зу р о пв	RTR	1	disyllabic	TRUE
лу рп о в	RTR	2	disyllabic	TRUE
 р е пв	RTR	1	monosyllabic	TRUE
 р е пв	RTR	1	monosyllabic	TRUE
му рп о в	RTR	2	disyllabic	TRUE
ша рп о в	RTR	2	disyllabic	TRUE
ру р е пв	RTR	1	disyllabic	TRUE
 рп о в	RTR	2	monosyllabic	TRUE
ка рп е в	RTR	2	disyllabic	TRUE
 р е пв	RTR	1	monosyllabic	TRUE
ли р е пм	RTR	1	disyllabic	TRUE
ла рп о м	RTR	2	disyllabic	TRUE
 р о пм	RTR	1	monosyllabic	TRUE
ри р е пм	RTR	1	disyllabic	TRUE
ки рп о м	RTR	2	disyllabic	TRUE
жу р о пм	RTR	1	disyllabic	TRUE
ши рп е м	RTR	2	disyllabic	TRUE
 р е пм	RTR	1	monosyllabic	TRUE
зи рп е м	RTR	2	disyllabic	TRUE
би рп о м	RTR	2	disyllabic	TRUE
бу рп о м	RTR	2	disyllabic	TRUE
 р е пм	RTR	1	monosyllabic	TRUE
ки рп о р	RTR	2	disyllabic	TRUE
хи р е пр	RTR	1	disyllabic	TRUE
 рп е р	RTR	2	monosyllabic	TRUE
 рп о р	RTR	2	monosyllabic	TRUE
 рп е р	RTR	2	monosyllabic	TRUE
 р е пр	RTR	1	monosyllabic	TRUE
ру р е пр	RTR	1	disyllabic	TRUE
ба р е пр	RTR	1	disyllabic	TRUE
су р е пр	RTR	1	disyllabic	TRUE
 р о пр	RTR	1	monosyllabic	TRUE
су рп е р	RTR	2	disyllabic	TRUE
 рп е р	RTR	2	monosyllabic	TRUE
би рп о р	RTR	2	disyllabic	TRUE
 р о пр	RTR	1	monosyllabic	TRUE
ку р о пр	RTR	1	disyllabic	TRUE
лу рп е р	RTR	2	disyllabic	TRUE
 р о пр	RTR	1	monosyllabic	TRUE
га рп е р	RTR	2	disyllabic	TRUE
шу рп о р	RTR	2	disyllabic	TRUE
 р е пр	RTR	1	monosyllabic	TRUE
бу р о пр	RTR	1	disyllabic	TRUE
 р о с	RT	0	monosyllabic	FALSE
ки р е с	RT	0	disyllabic	FALSE
зу р о с	RT	0	disyllabic	FALSE
зи р е с	RT	0	disyllabic	FALSE
 р е с	RT	0	monosyllabic	FALSE
ру р е с	RT	0	disyllabic	FALSE
зу р е с	RT	0	disyllabic	FALSE
ши р о с	RT	0	disyllabic	FALSE
ги р е с	RT	0	disyllabic	FALSE
би р е с	RT	0	disyllabic	FALSE
би р е с	RT	0	disyllabic	FALSE
та р о ф	RT	0	disyllabic	FALSE
 р е ф	RT	0	monosyllabic	FALSE
 р о ф	RT	0	monosyllabic	FALSE
ша р о ф	RT	0	disyllabic	FALSE
ху р о ф	RT	0	disyllabic	FALSE
 р е ф	RT	0	monosyllabic	FALSE
ма р о ф	RT	0	disyllabic	FALSE
лу р о ф	RT	0	disyllabic	FALSE
 р е ф	RT	0	monosyllabic	FALSE
 р о ф	RT	0	monosyllabic	FALSE
 р о ф	RT	0	monosyllabic	FALSE
би р о ф	RT	0	disyllabic	FALSE
шу р о ф	RT	0	disyllabic	FALSE
 р о ф	RT	0	monosyllabic	FALSE
 р о ф	RT	0	monosyllabic	FALSE
жа р е ф	RT	0	disyllabic	FALSE
 р е ф	RT	0	monosyllabic	FALSE
зи р о ф	RT	0	disyllabic	FALSE
 р е ф	RT	0	monosyllabic	FALSE
ши р о ф	RT	0	disyllabic	FALSE
 р о ф	RT	0	monosyllabic	FALSE
ги р о ф	RT	0	disyllabic	FALSE
га р о ф	RT	0	disyllabic	FALSE
ха р е ф	RT	0	disyllabic	FALSE
гу р о фв	RTR	1	disyllabic	TRUE
 рф о в	RTR	2	monosyllabic	TRUE
 р е фв	RTR	1	monosyllabic	TRUE
 рф е в	RTR	2	monosyllabic	TRUE
 р о фв	RTR	1	monosyllabic	TRUE
 р о фв	RTR	1	monosyllabic	TRUE
ти рф о в	RTR	2	disyllabic	TRUE
 рф е в	RTR	2	monosyllabic	TRUE
ну р о фв	RTR	1	disyllabic	TRUE
ши р е фв	RTR	1	disyllabic	TRUE
 рф о в	RTR	2	monosyllabic	TRUE
 р о фв	RTR	1	monosyllabic	TRUE
ку р е фв	RTR	1	disyllabic	TRUE
 р е фв	RTR	1	monosyllabic	TRUE
 рф о в	RTR	2	monosyllabic	TRUE
ки рф е м	RTR	2	disyllabic	TRUE
 рф о м	RTR	2	monosyllabic	TRUE
 рф о м	RTR	2	monosyllabic	TRUE
ми р о фм	RTR	1	disyllabic	TRUE
ла рф о м	RTR	2	disyllabic	TRUE
ну рф е м	RTR	2	disyllabic	TRUE
 рф о м	RTR	2	monosyllabic	TRUE
ку рф е м	RTR	2	disyllabic	TRUE
 р о фм	RTR	1	monosyllabic	TRUE
ху р о фм	RTR	1	disyllabic	TRUE
пу р о фм	RTR	1	disyllabic	TRUE
та р о фм	RTR	1	disyllabic	TRUE
 р е фм	RTR	1	monosyllabic	TRUE
 р о фм	RTR	1	monosyllabic	TRUE
жи рф е м	RTR	2	disyllabic	TRUE
ру рф о м	RTR	2	disyllabic	TRUE
ху р о фм	RTR	1	disyllabic	TRUE
 р е фм	RTR	1	monosyllabic	TRUE
ба р о фм	RTR	1	disyllabic	TRUE
 р о х	RT	0	monosyllabic	FALSE
ха р о х	RT	0	disyllabic	FALSE
хи р е х	RT	0	disyllabic	FALSE
 р е х	RT	0	monosyllabic	FALSE
 р е х	RT	0	monosyllabic	FALSE
 р е х	RT	0	monosyllabic	FALSE
ки р о х	RT	0	disyllabic	FALSE
та р е х	RT	0	disyllabic	FALSE
ми р е х	RT	0	disyllabic	FALSE
ки р о х	RT	0	disyllabic	FALSE
жа р о х	RT	0	disyllabic	FALSE
 р о х	RT	0	monosyllabic	FALSE
ги р е х	RT	0	disyllabic	FALSE
 р е х	RT	0	monosyllabic	FALSE
ху р о х	RT	0	disyllabic	FALSE
ша р е х	RT	0	disyllabic	FALSE
 р е х	RT	0	monosyllabic	FALSE
 р е х	RT	0	monosyllabic	FALSE
 р е х	RT	0	monosyllabic	FALSE
ра р е х	RT	0	disyllabic	FALSE
си р о х	RT	0	disyllabic	FALSE
 р о х	RT	0	monosyllabic	FALSE
 р о х	RT	0	monosyllabic	FALSE
си р о хв	RTR	1	disyllabic	TRUE
 р е хв	RTR	1	monosyllabic	TRUE
жи р о хв	RTR	1	disyllabic	TRUE
 рх о в	RTR	2	monosyllabic	TRUE
 рх е в	RTR	2	monosyllabic	TRUE
пу рх е в	RTR	2	disyllabic	TRUE
 рх е в	RTR	2	monosyllabic	TRUE
 р о хв	RTR	1	monosyllabic	TRUE
пу рх о в	RTR	2	disyllabic	TRUE
 р е хв	RTR	1	monosyllabic	TRUE
 р е хв	RTR	1	monosyllabic	TRUE
 рх о в	RTR	2	monosyllabic	TRUE
 р е хв	RTR	1	monosyllabic	TRUE
 р е хв	RTR	1	monosyllabic	TRUE
ру рх е в	RTR	2	disyllabic	TRUE
 рх е в	RTR	2	monosyllabic	TRUE
ми р о хв	RTR	1	disyllabic	TRUE
ху р о хл	RTR	1	disyllabic	TRUE
гу рх е л	RTR	2	disyllabic	TRUE
ру р е хл	RTR	1	disyllabic	TRUE
 рх о л	RTR	2	monosyllabic	TRUE
ра рх о л	RTR	2	disyllabic	TRUE
 рх е л	RTR	2	monosyllabic	TRUE
 р о хл	RTR	1	monosyllabic	TRUE
ка рх е л	RTR	2	disyllabic	TRUE
ка рх е л	RTR	2	disyllabic	TRUE
 рх е л	RTR	2	monosyllabic	TRUE
 р е хл	RTR	1	monosyllabic	TRUE
 рх е л	RTR	2	monosyllabic	TRUE
си рх о л	RTR	2	disyllabic	TRUE
 р е хл	RTR	1	monosyllabic	TRUE
 рх е л	RTR	2	monosyllabic	TRUE
ти р о хл	RTR	1	disyllabic	TRUE
ми р е хм	RTR	1	disyllabic	TRUE
 р о хм	RTR	1	monosyllabic	TRUE
шу р о хм	RTR	1	disyllabic	TRUE
ка р о хм	RTR	1	disyllabic	TRUE
 р е хм	RTR	1	monosyllabic	TRUE
ба р е хм	RTR	1	disyllabic	TRUE
 рх е м	RTR	2	monosyllabic	TRUE
ли рх е м	RTR	2	disyllabic	TRUE
шу рх е м	RTR	2	disyllabic	TRUE
ба рх е м	RTR	2	disyllabic	TRUE
 р о ш	RT	0	monosyllabic	FALSE
 р е ш	RT	0	monosyllabic	FALSE
 р е ш	RT	0	monosyllabic	FALSE
 р о ш	RT	0	monosyllabic	FALSE
зу р о ш	RT	0	disyllabic	FALSE
 р о ш	RT	0	monosyllabic	FALSE
 р о ш	RT	0	monosyllabic	FALSE
 р о ш	RT	0	monosyllabic	FALSE
 р е ш	RT	0	monosyllabic	FALSE
 р о ш	RT	0	monosyllabic	FALSE
 р е ш	RT	0	monosyllabic	FALSE
жа р о ш	RT	0	disyllabic	FALSE
ши р е ш	RT	0	disyllabic	FALSE
 р е ш	RT	0	monosyllabic	FALSE
 р о ш	RT	0	monosyllabic	FALSE
шу рш е л	RTR	2	disyllabic	TRUE
му рш о л	RTR	2	disyllabic	TRUE
 рш о л	RTR	2	monosyllabic	TRUE
шу р о шл	RTR	1	disyllabic	TRUE
хи р е шл	RTR	1	disyllabic	TRUE
 р е шл	RTR	1	monosyllabic	TRUE
 р е шл	RTR	1	monosyllabic	TRUE
ла р о шл	RTR	1	disyllabic	TRUE
 рш о л	RTR	2	monosyllabic	TRUE
 р е шм	RTR	1	monosyllabic	TRUE
ба рш е м	RTR	2	disyllabic	TRUE
 рш о м	RTR	2	monosyllabic	TRUE
 р о шм	RTR	1	monosyllabic	TRUE
гу рш е м	RTR	2	disyllabic	TRUE
 рш о м	RTR	2	monosyllabic	TRUE
ла р е шм	RTR	1	disyllabic	TRUE
пу р е шм	RTR	1	disyllabic	TRUE
ба рш о м	RTR	2	disyllabic	TRUE
ши рш о м	RTR	2	disyllabic	TRUE
ба рш о м	RTR	2	disyllabic	TRUE
 р е шм	RTR	1	monosyllabic	TRUE
ги рш о м	RTR	2	disyllabic	TRUE
 р е шм	RTR	1	monosyllabic	TRUE
 рш о м	RTR	2	monosyllabic	TRUE
су рш о м	RTR	2	disyllabic	TRUE
 р о шн	RTR	1	monosyllabic	TRUE
 рш о н	RTR	2	monosyllabic	TRUE
ки р о шн	RTR	1	disyllabic	TRUE
ми р е шн	RTR	1	disyllabic	TRUE
бу рш е н	RTR	2	disyllabic	TRUE
 рш е н	RTR	2	monosyllabic	TRUE
ши р е шн	RTR	1	disyllabic	TRUE
 рш о н	RTR	2	monosyllabic	TRUE
 рш о н	RTR	2	monosyllabic	TRUE
 р е шн	RTR	1	monosyllabic	TRUE
 рш о н	RTR	2	monosyllabic	TRUE
 р о шн	RTR	1	monosyllabic	TRUE
ша р е шн	RTR	1	disyllabic	TRUE
та р е шн	RTR	1	disyllabic	TRUE
 рш е н	RTR	2	monosyllabic	TRUE
ри рш е н	RTR	2	disyllabic	TRUE
ха р е шр	RTR	1	disyllabic	TRUE
 р о шр	RTR	1	monosyllabic	TRUE
жу рш е р	RTR	2	disyllabic	TRUE
ба р е шр	RTR	1	disyllabic	TRUE
ба р о шр	RTR	1	disyllabic	TRUE
пи р о шр	RTR	1	disyllabic	TRUE
 р о шр	RTR	1	monosyllabic	TRUE
си р е шр	RTR	1	disyllabic	TRUE
 р о шр	RTR	1	monosyllabic	TRUE
 рш е р	RTR	2	monosyllabic	TRUE
 т е в	TR	0	monosyllabic	TRUE
зи т о в	TR	0	disyllabic	TRUE
 т о в	TR	0	monosyllabic	TRUE
ба т о в	TR	0	disyllabic	TRUE
 т о в	TR	0	monosyllabic	TRUE
 т о в	TR	0	monosyllabic	TRUE
би т е в	TR	0	disyllabic	TRUE
ши т е в	TR	0	disyllabic	TRUE
та т е в	TR	0	disyllabic	TRUE
 т е в	TR	0	monosyllabic	TRUE
га т о в	TR	0	disyllabic	TRUE
су т е в	TR	0	disyllabic	TRUE
ши т о ф	TT	0	disyllabic	FALSE
шу т е ф	TT	0	disyllabic	FALSE
ри т е ф	TT	0	disyllabic	FALSE
 т о ф	TT	0	monosyllabic	FALSE
 т е ф	TT	0	monosyllabic	FALSE
 т о ф	TT	0	monosyllabic	FALSE
та т о ф	TT	0	disyllabic	FALSE
та т о ф	TT	0	disyllabic	FALSE
 т е ф	TT	0	monosyllabic	FALSE
ку т о ф	TT	0	disyllabic	FALSE
 тф е в	TTR	2	monosyllabic	TRUE
га т о фв	TTR	1	disyllabic	TRUE
 тф о в	TTR	2	monosyllabic	TRUE
 тф о в	TTR	2	monosyllabic	TRUE
 т о фв	TTR	1	monosyllabic	TRUE
ну т е фм	TTR	1	disyllabic	TRUE
си т о фм	TTR	1	disyllabic	TRUE
му т о фм	TTR	1	disyllabic	TRUE
ки т о фм	TTR	1	disyllabic	TRUE
 т е фм	TTR	1	monosyllabic	TRUE
 т о фп	TTT	1	monosyllabic	FALSE
 тф о п	TTT	2	monosyllabic	FALSE
ну тф о п	TTT	2	disyllabic	FALSE
 т е фп	TTT	1	monosyllabic	FALSE
му т о фп	TTT	1	disyllabic	FALSE
бу т о фп	TTT	1	disyllabic	FALSE
му т о фп	TTT	1	disyllabic	FALSE
 т о фп	TTT	1	monosyllabic	FALSE
гу тф о п	TTT	2	disyllabic	FALSE
 тф е п	TTT	2	monosyllabic	FALSE
 т е фп	TTT	1	monosyllabic	FALSE
ка т о фх	TTT	1	disyllabic	FALSE
 т о фх	TTT	1	monosyllabic	FALSE
ши т е фх	TTT	1	disyllabic	FALSE
бу тф о х	TTT	2	disyllabic	FALSE
 тф е х	TTT	2	monosyllabic	FALSE
бу т е фх	TTT	1	disyllabic	FALSE
 т о фх	TTT	1	monosyllabic	FALSE
жи тф е х	TTT	2	disyllabic	FALSE
гу т о фх	TTT	1	disyllabic	FALSE
 тф е ч	TTT	2	monosyllabic	FALSE
зи т о фч	TTT	1	disyllabic	FALSE
пу тф е ч	TTT	2	disyllabic	FALSE
пу тф е ч	TTT	2	disyllabic	FALSE
ми т е фч	TTT	1	disyllabic	FALSE
пи тф е ч	TTT	2	disyllabic	FALSE
 т е фш	TTT	1	monosyllabic	FALSE
 тф о ш	TTT	2	monosyllabic	FALSE
 т е фш	TTT	1	monosyllabic	FALSE
 тф о ш	TTT	2	monosyllabic	FALSE
 т е фш	TTT	1	monosyllabic	FALSE
 тф е ш	TTT	2	monosyllabic	FALSE
ти тф е ш	TTT	2	disyllabic	FALSE
ба т о фш	TTT	1	disyllabic	FALSE
жа т о фш	TTT	1	disyllabic	FALSE
 тф е ш	TTT	2	monosyllabic	FALSE
 т о х	TT	0	monosyllabic	FALSE
 т е х	TT	0	monosyllabic	FALSE
 т е х	TT	0	monosyllabic	FALSE
жу т о х	TT	0	disyllabic	FALSE
пи т е х	TT	0	disyllabic	FALSE
 т о х	TT	0	monosyllabic	FALSE
 т е х	TT	0	monosyllabic	FALSE
ма т о х	TT	0	disyllabic	FALSE
ги т о х	TT	0	disyllabic	FALSE
жи т е х	TT	0	disyllabic	FALSE
 т е х	TT	0	monosyllabic	FALSE
гу тх е в	TTR	2	disyllabic	TRUE
та т о хв	TTR	1	disyllabic	TRUE
ка тх о в	TTR	2	disyllabic	TRUE
 т о хв	TTR	1	monosyllabic	TRUE
 тх е в	TTR	2	monosyllabic	TRUE
 тх е в	TTR	2	monosyllabic	TRUE
бу тх о в	TTR	2	disyllabic	TRUE
 тх е в	TTR	2	monosyllabic	TRUE
 т е хв	TTR	1	monosyllabic	TRUE
ра т е хв	TTR	1	disyllabic	TRUE
ти тх о в	TTR	2	disyllabic	TRUE
 т о хл	TTR	1	monosyllabic	TRUE
 тх е л	TTR	2	monosyllabic	TRUE
бу тх е л	TTR	2	disyllabic	TRUE
ки т о хл	TTR	1	disyllabic	TRUE
ху т е хл	TTR	1	disyllabic	TRUE
 тх е л	TTR	2	monosyllabic	TRUE
 тх е л	TTR	2	monosyllabic	TRUE
ки т е хл	TTR	1	disyllabic	TRUE
 т е хл	TTR	1	monosyllabic	TRUE
зу т о хл	TTR	1	disyllabic	TRUE
жи тх о л	TTR	2	disyllabic	TRUE
 т о хл	TTR	1	monosyllabic	TRUE
 т е хм	TTR	1	monosyllabic	TRUE
 тх о м	TTR	2	monosyllabic	TRUE
су тх е м	TTR	2	disyllabic	TRUE
 тх е м	TTR	2	monosyllabic	TRUE
 тх е м	TTR	2	monosyllabic	TRUE
ла тх о м	TTR	2	disyllabic	TRUE
 тх е м	TTR	2	monosyllabic	TRUE
 тх о с	TTT	2	monosyllabic	FALSE
ма тх о с	TTT	2	disyllabic	FALSE
жи т е хс	TTT	1	disyllabic	FALSE
гу т е хс	TTT	1	disyllabic	FALSE
ги тх е с	TTT	2	disyllabic	FALSE
 тх е с	TTT	2	monosyllabic	FALSE
си т е хс	TTT	1	disyllabic	FALSE
 т е хф	TTT	1	monosyllabic	FALSE
су тх о ф	TTT	2	disyllabic	FALSE
ли т о хф	TTT	1	disyllabic	FALSE
 тх о ф	TTT	2	monosyllabic	FALSE
ли тх о ф	TTT	2	disyllabic	FALSE
ри тх о ф	TTT	2	disyllabic	FALSE
шу тх е ф	TTT	2	disyllabic	FALSE
лу т о хф	TTT	1	disyllabic	FALSE
жи тх о ф	TTT	2	disyllabic	FALSE
 тх о ф	TTT	2	monosyllabic	FALSE
 тх о ф	TTT	2	monosyllabic	FALSE
 тх е ч	TTT	2	monosyllabic	FALSE
 тх о ч	TTT	2	monosyllabic	FALSE
ну тх е ч	TTT	2	disyllabic	FALSE
 тх е ч	TTT	2	monosyllabic	FALSE
га т е хч	TTT	1	disyllabic	FALSE
ка т е хч	TTT	1	disyllabic	FALSE
шу т о хч	TTT	1	disyllabic	FALSE
пи т е хш	TTT	1	disyllabic	FALSE
ти тх о ш	TTT	2	disyllabic	FALSE
ки т е хш	TTT	1	disyllabic	FALSE
ки т о хш	TTT	1	disyllabic	FALSE
ти тх о ш	TTT	2	disyllabic	FALSE
 тх о ш	TTT	2	monosyllabic	FALSE
ту тх о ш	TTT	2	disyllabic	FALSE
 т е хш	TTT	1	monosyllabic	FALSE
 т о хш	TTT	1	monosyllabic	FALSE
 тх е ш	TTT	2	monosyllabic	FALSE
