item	nak	nek	naknek
sz e k s i s t a	33	0	1.000
sz e k s o l O g u s	28	0	1.000
sz e z o n j a	7	0	1.000
sz i A m	19	0	1.000
sz i d a l m a k	8	0	1.000
sz i d a l m a z A s	27	0	1.000
sz i d A s	13	0	1.000
sz i f o n	26	0	1.000
sz i g o r	121	0	1.000
sz i g o r I t A s	111	0	1.000
sz i g o r l a t	110	0	1.000
sz i g o r U	793	0	1.000
sz i g o r U s A g	61	0	1.000
sz I j	26	0	1.000
sz i k A r	47	0	1.000
sz i k l a	731	0	1.000
sz i k l A k	248	0	1.000
sz i k l A s	15	0	1.000
sz i l a j	25	0	1.000
sz i l A n k	10	0	1.000
sz i l A r d	1920	0	1.000
sz i l l o g i z m u s	25	0	1.000
sz i l v a	101	0	1.000
sz i m a t	45	0	1.000
sz i m b i O z i s	66	0	1.000
sz i m b o l i k u s	335	0	1.000
sz i m b o l i z m u s	64	0	1.000
sz i m b O l u m	582	0	1.000
sz i m m e t r i k u s	161	0	1.000
sz i m u l A n s	21	0	1.000
sz i m u l A t o r	76	0	1.000
sz i n d i k A t u s	42	0	1.000
sz I n j A t sz A s	369	0	1.000
sz i n k r o n	114	0	1.000
sz i n k r o n i z A l	102	0	1.000
sz i n k r o n i z A l t	9	0	1.000
sz i n o n i m	30	0	1.000
sz i n o p sz i s	17	0	1.000
sz I n p a d i a s	24	0	1.000
sz i n t e t i k u s	29	0	1.000
sz i n u sz	14	0	1.000
sz i r o m	24	0	1.000
sz i r u p	33	0	1.000
sz i r u p o s	29	0	1.000
sz i t a	38	0	1.000
sz i t A l A s	16	0	1.000
sz i t k o z O d A s	20	0	1.000
sz i t o k	24	0	1.000
sz i t ty O	10	0	1.000
sz i v a cs	66	0	1.000
sz i v a cs o s	11	0	1.000
sz i v a r	113	0	1.000
sz i v A r g A s	31	0	1.000
sz i v A r o g	804	0	1.000
sz i v A r v A ny	155	0	1.000
sz I v A s	39	0	1.000
sz i v a t ty U	132	0	1.000
sz I v O s	123	0	1.000
sz I v O s s A g	18	0	1.000
sz I v t i p r O	46	0	1.000
sz k e p t i c i z m u s	48	0	1.000
sz k e p t i k u s	228	0	1.000
sz l A v	73	0	1.000
sz l o v A k	546	0	1.000
sz n o b	215	0	1.000
sz n o b i z m u s	62	0	1.000
sz n o b s A g	23	0	1.000
sz o b r A sz	572	0	1.000
sz o b r A sz a t	227	0	1.000
sz o b r o k	400	0	1.000
sz O d A s	14	0	1.000
sz oe g e s d r O t	13	0	1.000
sz O j a b a b	13	0	1.000
sz o k A s o k	3110	0	1.000
sz o k A s o m	38	0	1.000
sz o k A s o s	692	0	1.000
sz O k i m o n d O	41	0	1.000
sz o k ny A k	19	0	1.000
sz o k o t t	17	0	1.000
sz o k t a t A s	32	0	1.000
sz o k v A ny	10	0	1.000
sz o k v A ny o s	564	0	1.000
sz O l a m	118	0	1.000
sz O l A s	249	0	1.000
sz o l g a	1990	0	1.000
sz o l g A l a t o s	38	0	1.000
sz o l g A l O	424	0	1.000
sz o l g a l o m	16	0	1.000
sz o l g A l t a t A s	4710	0	1.000
sz o l g A l t a t O	4740	0	1.000
sz o l g a s A g	204	0	1.000
sz o l i d	123	0	1.000
sz o l i p sz i z m u s	21	0	1.000
sz O l I t A s	22	0	1.000
sz O l O	393	0	1.000
sz o m j a s	77	0	1.000
sz o m j U s A g	96	0	1.000
sz o m o r U	2280	0	1.000
sz o m o r U s A g	290	0	1.000
sz o m sz E d	944	0	1.000
sz o m sz E d o k	931	0	1.000
sz o m sz E d o s	49	0	1.000
sz o m sz E d s A g	85	0	1.000
sz O n o k	483	0	1.000
sz O n o k l a t	105	0	1.000
sz O n o k l a t o k	33	0	1.000
sz o p A s	57	0	1.000
sz o p r A n	20	0	1.000
sz o p t a t A s	147	0	1.000
sz O r a k o z A s	1520	0	1.000
sz O r a k o z o t t	83	0	1.000
sz O r A s	101	0	1.000
sz o r g a l m a s	159	0	1.000
sz o r g a l o m	168	0	1.000
sz o r I t A s	38	0	1.000
sz o r I t O	21	0	1.000
sz O r O d A s	32	0	1.000
sz o r o n g A s	315	0	1.000
sz o r o n g a t A s	68	0	1.000
sz o r o n g a t O	51	0	1.000
sz O r t	7	0	1.000
sz o r u l A s	7	0	1.000
sz o r u l O	162	0	1.000
sz o r u l t	22	0	1.000
sz O r v A ny o s	26	0	1.000
sz o r z A s	78	0	1.000
sz o r z a t	124	0	1.000
sz O sz	34	0	1.000
sz O sz A ty A r	33	0	1.000
sz O t l a n	30	0	1.000
sz p o n z o r	331	0	1.000
sz t A r	2250	0	1.000
sz t A r s A g	30	0	1.000
sz t o ch a sz t i k u s	39	0	1.000
sz t o i k u s	14	0	1.000
sz t o r i	447	0	1.000
sz t r A j k	273	0	1.000
sz U	29	0	1.000
sz u b sz t r A t u m	6	0	1.000
sz u b v e n c i O	23	0	1.000
sz u k a	140	0	1.000
sz UE k m a r k U	21	0	1.000
sz u l f A t	21	0	1.000
sz u l f i d	5	0	1.000
sz ue n n a p	15	0	1.000
sz u n ny a d O	12	0	1.000
sz U ny o g	77	0	1.000
sz U r A s	31	0	1.000
sz u r d o k	24	0	1.000
sz u r k o l A s	45	0	1.000
sz u r k o l O	713	0	1.000
sz u r o ny	10	0	1.000
sz U r O s	21	0	1.000
sz u sz p e n z i O	18	0	1.000
sz u v a s o d A s	11	0	1.000
t A b l A z a t o k	99	0	1.000
t A b o r	2590	0	1.000
t A b o r o z A s	60	0	1.000
t A b o r o z O	52	0	1.000
t a b u	803	0	1.000
t a cs k O	49	0	1.000
t A g	110	0	1.000
t A g a b b	24	0	1.000
t A g a s	317	0	1.000
t A g a s s A g	17	0	1.000
t a g j a	26900	0	1.000
t a g o k	26900	0	1.000
t a g o l A s	58	0	1.000
t a g o l t s A g	49	0	1.000
t a g o z a t	798	0	1.000
t a g s A g	1830	0	1.000
t A g u l A s	28	0	1.000
t a h O	93	0	1.000
t A j	1860	0	1.000
t A j E k o z o t t	464	0	1.000
t A j f u n	62	0	1.000
t A j o l O	12	0	1.000
t a k A cs	91	0	1.000
t a k a r A s	32	0	1.000
t a k a r E k o s	185	0	1.000
t a k a r I t A s	168	0	1.000
t a k a r I t O	97	0	1.000
t a k a r m A ny	361	0	1.000
t a k a r O	198	0	1.000
t a k a r O k	16	0	1.000
t a k a r o s	26	0	1.000
t a k ny o s	54	0	1.000
t A k o l m A ny	52	0	1.000
t a k o ny	23	0	1.000
t a k t i k a	460	0	1.000
t a k t i k u s	58	0	1.000
t A l	115	0	1.000
t a l a j	561	0	1.000
t A l a l A s	44	0	1.000
t a l A l a t	343	0	1.000
t a l A l E k o ny	96	0	1.000
t a l A l g a t A s	162	0	1.000
t a l A l k o z A s	1580	0	1.000
t a l A l k o z O	3520	0	1.000
t a l A l m A ny	839	0	1.000
t a l A l O	415	0	1.000
t a l A l t	12	0	1.000
t a l A l t a k	19	0	1.000
t a l A ny	101	0	1.000
t a l a p z a t	48	0	1.000
t a l e n t u m	101	0	1.000
t a l i z m A n	68	0	1.000
t a l l E r	38	0	1.000
t a l m i	32	0	1.000
t a l o n	9	0	1.000
t a l p	121	0	1.000
t a l p a s	15	0	1.000
t a l p a z a t	8	0	1.000
t A ly o g	12	0	1.000
t a m A s	5700	0	1.000
t A m a sz k o d A s	12	0	1.000
t A m o g a t A s	5430	0	1.000
t A m o g a t O	673	0	1.000
t A m o g a t O k	1690	0	1.000
t a m p o n	29	0	1.000
t a n A cs k o z A s	784	0	1.000
t a n A cs n o k	137	0	1.000
t a n A cs o k	1520	0	1.000
t a n A cs o s	1640	0	1.000
t a n A cs t a l a n	157	0	1.000
t a n A r	11100	0	1.000
t A n c	889	0	1.000
t A n c o l A s	20	0	1.000
t A n c o s	400	0	1.000
t a n g O	50	0	1.000
t a n I t A s	2010	0	1.000
t a n I t O	2110	0	1.000
t a n I t v A ny	912	0	1.000
t a n I t v A ny o k	1960	0	1.000
t a n k o l A s	12	0	1.000
t a n o k	305	0	1.000
t a n o n c	154	0	1.000
t a n t u sz	9	0	1.000
t a n U	866	0	1.000
t a n U k	336	0	1.000
t a n u l A s	2180	0	1.000
t a n u l E k o ny	33	0	1.000
t a n u l m A ny	2030	0	1.000
t a n u l m A ny o k	723	0	1.000
t a n u l O	5590	0	1.000
t a n u l O k	11500	0	1.000
t a n u l s A g	173	0	1.000
t a n u l t	39	0	1.000
t a n u l t s A g	14	0	1.000
t a n U s A g	30	0	1.000
t a n U s I t O	25	0	1.000
t a n U s k o d A s	17	0	1.000
t a ny a	297	0	1.000
t A ny E r	78	0	1.000
t A ny E r o k	30	0	1.000
t A p	147	0	1.000
t a p a d A s	42	0	1.000
t a p a d O	11	0	1.000
t a p a sz	22	0	1.000
t a p a sz t a l a t	1830	0	1.000
t a p a sz t a l t	279	0	1.000
t a p i n t A s	36	0	1.000
t a p i n t a t	39	0	1.000
t a p i n t a t o s	88	0	1.000
t a p I r	21	0	1.000
t A p l A l A s	79	0	1.000
t A p l A l k o z O k	18	0	1.000
t A p l A l O	20	0	1.000
t a p l O	46	0	1.000
t a p s	105	0	1.000
t a p s o l A s	13	0	1.000
t a r a j	9	0	1.000
t A r gy	4380	0	1.000
t A r gy a k	2970	0	1.000
t A r gy a l A s	609	0	1.000
t A r gy a l A s o k	1620	0	1.000
t A r gy i l a g o s	352	0	1.000
t A r gy t a l a n	234	0	1.000
t a r k a s A g	21	0	1.000
t A r l a t	398	0	1.000
t a r l O	11	0	1.000
t A r o l A s	186	0	1.000
t A r o l O	181	0	1.000
t A r o z O	52	0	1.000
t A r s	902	0	1.000
t A r s a d a l o m	16800	0	1.000
t A r s a l g A s	218	0	1.000
t A r s a l g O	73	0	1.000
t A r s a s A g	14800	0	1.000
t A r s I t A s	32	0	1.000
t A r s t a l a n	30	0	1.000
t A r s u l A s	696	0	1.000
t a r t a l E k o s	70	0	1.000
t a r t a l m a s	279	0	1.000
t a r t a l m a z	40500	0	1.000
t a r t a l m a z O	58	0	1.000
t a r t a l m U	87	0	1.000
t a r t A ly	141	0	1.000
t a r t a m	33	0	1.000
t a r t a n d O	25	0	1.000
t a r t A s	244	0	1.000
t a r t O	301	0	1.000
t a r t O k	296	0	1.000
t a r t o m A ny	1840	0	1.000
t a r t O s	2120	0	1.000
t a r t O s I t A s	17	0	1.000
t a r t O s s A g	30	0	1.000
t a r t o z A s	489	0	1.000
t a r t o z A s o k	60	0	1.000
t a r t o z E k o k	86	0	1.000
t a r t O z k o d A s	320	0	1.000
t a r t O z k o d O	189	0	1.000
t a r t o z O	5520	0	1.000
t A r u l	2150	0	1.000
t a sz I t A s	12	0	1.000
t a sz I t O	110	0	1.000
t a t	139	0	1.000
t a t a	126	0	1.000
t a t A r	163	0	1.000
t a t a r o z A s	20	0	1.000
t a t u	24	0	1.000
t A v	667	0	1.000
t a v a sz	873	0	1.000
t A v l a t	62	0	1.000
t A v o l	36	0	1.000
t A v o l a b b	17	0	1.000
t A v o l o d O	41	0	1.000
t A v o l s A g	766	0	1.000
t A v o z A s	95	0	1.000
t A v o z O	92	0	1.000
t A v U	90	0	1.000
t a k s i	183	0	1.000
t a k s i k	40	0	1.000
t a k s i s	504	0	1.000
t e a	631	0	1.000
t E b o ly	106	0	1.000
t E b o ly o d o t t	16	0	1.000
t E b o ly u l t	20	0	1.000
t e ch n i k a	3470	0	1.000
t e ch n i k u m	36	0	1.000
t e ch n i k u s	320	0	1.000
t e g n a p	112	0	1.000
t E k o z l A s	32	0	1.000
t E k o z l O	33	0	1.000
t e l j h a t a l m U	16	0	1.000
t e l l U r	14	0	1.000
t E m a	7160	0	1.000
t e m a t i k u s	32	0	1.000
t e m p O	167	0	1.000
t e n d e n c i a	875	0	1.000
t e n o r	50	0	1.000
t e o l O g u s	363	0	1.000
t e r a sz	101	0	1.000
t e r m i n u s	139	0	1.000
t e r m o sz t A t	32	0	1.000
t e r r o r	570	0	1.000
t e r r o r i s t a	843	0	1.000
t e s t a m e n t u m	40	0	1.000
t e t o v A l A s	41	0	1.000
t E t o v a s A g	18	0	1.000
t E t o v A z A s	56	0	1.000
t E t o v A z O	10	0	1.000
t E v t a n	24	0	1.000
t I f u sz	23	0	1.000
t i l a l m a s	80	0	1.000
t i l a l o m	394	0	1.000
t i l o s	579	0	1.000
t i l t a k o z A s	673	0	1.000
t i l t a k o z O	16	0	1.000
t i l t A s	197	0	1.000
t I m A r	47	0	1.000
t i m s O	11	0	1.000
t i p i k u s	1580	0	1.000
t i p i z A l A s	17	0	1.000
t i r a n n u s	17	0	1.000
t i r o l	70	0	1.000
t i sz a v i r A g	55	0	1.000
t i sz t a	3030	0	1.000
t i sz t A s	65	0	1.000
t i sz t a s A g	428	0	1.000
t i sz t a s A g U	26	0	1.000
t i sz t A t a l a n	562	0	1.000
t i sz t A t l a n	21	0	1.000
t i sz t I t A s	161	0	1.000
t i sz t I t O	24	0	1.000
t i sz t o g a t A s	252	0	1.000
t i sz t o g a t O	14	0	1.000
t i t A n	225	0	1.000
t i t k A r	924	0	1.000
t i t k A r s A g	447	0	1.000
t i t k o l O z A s	113	0	1.000
t i t k o m	32	0	1.000
t i t k o s	1160	0	1.000
t i t k o s s A g	22	0	1.000
t i t o k z a t o s	467	0	1.000
t i v o l i	9	0	1.000
t i z e n h A r o m	63	0	1.000
t i z e n h a t	41	0	1.000
t i z e n ny o l c	45	0	1.000
t o b o r z A s	63	0	1.000
t o b o r z O	14	0	1.000
t o b z O d A s	55	0	1.000
t o j A s	555	0	1.000
t o j A s o k	94	0	1.000
t o j O	113	0	1.000
t o k A ny	33	0	1.000
t o k j a	79	0	1.000
t o k o z A s	21	0	1.000
t o l a k o d A s	415	0	1.000
t o l a k o d O	227	0	1.000
t o l e r A n s	351	0	1.000
t o l l	300	0	1.000
t o l l a s	10	0	1.000
t o l l U	7	0	1.000
t o l m A cs o l A s	31	0	1.000
t o l O	15	0	1.000
t o l o n g A s	31	0	1.000
t o l u o l	8	0	1.000
t o l v a j l A s	44	0	1.000
t o m b o l A s	32	0	1.000
t o m b o l O	11	0	1.000
t o m p a s A g	9	0	1.000
t o n h a l	14	0	1.000
t O n u s	57	0	1.000
t o p o g A s	12	0	1.000
t o p o r o g	251	0	1.000
t o r k a	995	0	1.000
t o r k o s s A g	11	0	1.000
t o r k U	8	0	1.000
t o r l a sz	29	0	1.000
t o r l O d A s	22	0	1.000
t o r n A c	31	0	1.000
t o r n A d O	4850	0	1.000
t o r ny a	938	0	1.000
t o r o ny	706	0	1.000
t o r p e d O	39	0	1.000
t o r t a	147	0	1.000
t o r z	165	0	1.000
t o r z I t A s	120	0	1.000
t o r z u l A s	75	0	1.000
t O sz t	12	0	1.000
t O t	286	0	1.000
t o t A l k A r o s	26	0	1.000
t o t O	24	0	1.000
t o k s i k u s	74	0	1.000
t r a f O	39	0	1.000
t r A g A r	82	0	1.000
t r A g A r s A g	59	0	1.000
t r a g i k u m	70	0	1.000
t r a g i k u s	772	0	1.000
t r A gy A z A s	28	0	1.000
t r a k t A t u s	15	0	1.000
t r a k t o r	2230	0	1.000
t r a m b u l i n	19	0	1.000
t r a n sz	41	0	1.000
t r a n sz f o r m A t o r	60	0	1.000
t r a n z a k c i O	343	0	1.000
t r a n z i sz t o r	66	0	1.000
t r a n z i t	37	0	1.000
t r E f A l k o z A s	42	0	1.000
t r e h A ny	9	0	1.000
t r i O	253	0	1.000
t r o m b i t A s	46	0	1.000
t r o m f	13	0	1.000
t r O n	193	0	1.000
t r O p u s o k	11	0	1.000
t r u b a d U r	40	0	1.000
t r u p p	11	0	1.000
t u b A k	9	0	1.000
t u b u s	31	0	1.000
t u c a t	29	0	1.000
t u d a k o z O	31	0	1.000
t u d A l E k o s	41	0	1.000
t u d A s	4530	0	1.000
t u d A s U	36	0	1.000
t u d a t a	2490	0	1.000
t u d a t l a n s A g	297	0	1.000
t u d a t o s	262	0	1.000
t u d a t o s s A g	320	0	1.000
t u d a t t a l a n	199	0	1.000
t u d O	145	0	1.000
t u d o k	125	0	1.000
t u d o m A ny	7120	0	1.000
t u d o m A ny o k	984	0	1.000
t u d o m A ny o s	571	0	1.000
t u d O s	3030	0	1.000
t u d O s I t A s	167	0	1.000
t u d O s I t O	308	0	1.000
t U l	22	0	1.000
t u l a j d o n a	2390	0	1.000
t u l a j d o n o s	8420	0	1.000
t u l a j d o n s A g	788	0	1.000
t u l i p A n	80	0	1.000
t U l z O	847	0	1.000
t u m u l t u s	15	0	1.000
t u ny a s A g	33	0	1.000
t u r i s t a	1580	0	1.000
t u r i z m u s	736	0	1.000
t u r k A l A s	14	0	1.000
t u r n u s	29	0	1.000
t U r O	165	0	1.000
t u s k O	97	0	1.000
t U sz	170	0	1.000
t u t a j	42	0	1.000
t u t a j o s	10	0	1.000
t u t i	95	0	1.000
t U z o k	39	0	1.000
t UE z o l t O	42	0	1.000
t UE z o l t O k	447	0	1.000
t UE z o l t O s A g	116	0	1.000
ty U k	449	0	1.000
u b o r k a	73	0	1.000
u d v a r	944	0	1.000
u d v a r i a s	233	0	1.000
u d v a r l A s	88	0	1.000
u d v a r l O	42	0	1.000
u d v a r o n c	37	0	1.000
u f O	95	0	1.000
u g a r	84	0	1.000
u g a t A s	19	0	1.000
u g r A l A s	17	0	1.000
u g r A n d o z A s	6	0	1.000
u g r A s	251	0	1.000
u g r a t A s	90	0	1.000
u g r a t O	17	0	1.000
u g r O	43	0	1.000
ue gy e f o gy o t t	60	0	1.000
ue gy v E d b o j t A r	24	0	1.000
U j	14200	0	1.000
U j a b b	151	0	1.000
U j d o n s A g	5340	0	1.000
U j I t A s	640	0	1.000
U j I t O	157	0	1.000
u j j	132	0	1.000
u j j a	365	0	1.000
u j j a k	147	0	1.000
u j j o n g A s	40	0	1.000
U j o n c	733	0	1.000
U j s A g	4730	0	1.000
U j s A g o s	17	0	1.000
u k r A n	163	0	1.000
u n a l m a s	3280	0	1.000
u n a l o m	155	0	1.000
u n d o k	64	0	1.000
u n d o r	59	0	1.000
u n d o r I t O	679	0	1.000
u n i O	8410	0	1.000
ue n n e p r o n t O	76	0	1.000
u n o k a	429	0	1.000
u n o t t	58	0	1.000
u n sz o l A s	84	0	1.000
u r a	9290	0	1.000
u r a d a l o m	237	0	1.000
u r a l k o d A s	130	0	1.000
u r a l k o d O	3120	0	1.000
u r a l m a	4020	0	1.000
u r a l o m	736	0	1.000
u r a m	3170	0	1.000
u r A n	69	0	1.000
U r h a t n A m	8	0	1.000
u s a	40	0	1.000
u sz A ly	14	0	1.000
U sz A s	139	0	1.000
u sz I t A s	233	0	1.000
u sz I t O	65	0	1.000
u sz k A r	20	0	1.000
U sz O	220	0	1.000
U sz t a t A s	9	0	1.000
u t a k	760	0	1.000
u t a l A s	263	0	1.000
u t A l a t	43	0	1.000
u t A l a t o s	145	0	1.000
u t a l O	24	0	1.000
u t a l v A ny	39	0	1.000
u t A n z A s	167	0	1.000
u t A n z a t	128	0	1.000
u t A n z O	36	0	1.000
u t a s I t A s	1680	0	1.000
u t A sz	11	0	1.000
u t a z A s	1570	0	1.000
u t a z A s o k	203	0	1.000
u t a z g a t A s	15	0	1.000
u t a z O	899	0	1.000
u t c a	2280	0	1.000
U t m u t a t A s	136	0	1.000
u t O d	546	0	1.000
u t O d o k	750	0	1.000
u t O l a g o s	16	0	1.000
u t o l s O	3760	0	1.000
u t O p i A k	44	0	1.000
U t sz a k a sz	128	0	1.000
u zs o r A s	96	0	1.000
v a c a k	94	0	1.000
v a d	1620	0	1.000
v A d	527	0	1.000
v A d l O	98	0	1.000
v A d l o t t	601	0	1.000
v A d l o t t a k	236	0	1.000
v a d l u d a k	12	0	1.000
v a d O c	38	0	1.000
v a d o n	127	0	1.000
v a d o n a t U j	89	0	1.000
v a d o r z O	16	0	1.000
v a d s A g	41	0	1.000
v a g A ny	145	0	1.000
v A g A s	219	0	1.000
v A g A s U	32	0	1.000
v a g d a l t	11	0	1.000
v A g O	242	0	1.000
v a g o n	36	0	1.000
v A gy a k o z A s	132	0	1.000
v A gy a k o z O	16	0	1.000
v A gy O	227	0	1.000
v A gy O d A s	55	0	1.000
v a gy o k	35	0	1.000
v a gy o n	1990	0	1.000
v a gy o n a	7400	0	1.000
v a gy o n o m	68	0	1.000
v a gy o n o s	74	0	1.000
v a gy o n o s o k	26	0	1.000
v a j	133	0	1.000
v A j A r	17	0	1.000
v a j o n	4	0	1.000
v a j U d A s	34	0	1.000
v a k	835	0	1.000
v a k A c i O	227	0	1.000
v a k a r cs	20	0	1.000
v a k I t A s	13	0	1.000
v a k I t O	20	0	1.000
v a k o k	2310	0	1.000
v a k o l a t	64	0	1.000
v a k o n d	55	0	1.000
v a k s A g	128	0	1.000
v a k u	87	0	1.000
v A k u u m	97	0	1.000
v a l a h o l	11	0	1.000
v A l A s	567	0	1.000
v A l a sz a	786	0	1.000
v A l a sz o l O	85	0	1.000
v A l a sz t A s	3150	0	1.000
v A l a sz t A s o k	2490	0	1.000
v A l a sz t A s o m	18	0	1.000
v A l a sz t E k o s	52	0	1.000
v A l a sz t m A ny	747	0	1.000
v A l a sz t O	412	0	1.000
v A l a sz t O k	2620	0	1.000
v A l l	700	0	1.000
v A l l a	240	0	1.000
v A l l a k	56	0	1.000
v A l l a l k o z A s	7800	0	1.000
v A l l a l O	103	0	1.000
v A l l a l t	43	0	1.000
v a l l A s	3900	0	1.000
v a l l A s o s	664	0	1.000
v a l l A s o s s A g	276	0	1.000
v a l l A s t a l a n	51	0	1.000
v a l l a t A s	54	0	1.000
v a l l a t O	11	0	1.000
v a l l O	48	0	1.000
v a l l o m A s	389	0	1.000
v a l O	3370	0	1.000
v A l O	17	0	1.000
v a l O d i s A g	19	0	1.000
v A l o g a t A s	316	0	1.000
v A l o g a t O	59	0	1.000
v A l o g a t O s	49	0	1.000
v a l O k	328	0	1.000
v a l O s	922	0	1.000
v a l O s A g	16400	0	1.000
v a l O t l a n	512	0	1.000
v a l O t l a n s A g	52	0	1.000
v A l s A g	811	0	1.000
v A l t a k o z A s	13	0	1.000
v A l t A s	546	0	1.000
v A l t O	590	0	1.000
v A l t O k	84	0	1.000
v A l t o z A s	5210	0	1.000
v A l t o z A s o k	4770	0	1.000
v A l t o z a t	2020	0	1.000
v A l t o z a t o s	256	0	1.000
v A l t o z E k o ny	58	0	1.000
v A l t o z O	1880	0	1.000
v A l t o z t a t A s	21000	0	1.000
v A l t o z t a t O	14	0	1.000
v a l u t a	312	0	1.000
v A ly o g	27	0	1.000
v A ly U	45	0	1.000
v A m	96	0	1.000
v A m o k	58	0	1.000
v A m o s	182	0	1.000
v A m p I r o k	224	0	1.000
v a n A d i u m	7	0	1.000
v a n d A l	11	0	1.000
v a n d a l i z m u s	270	0	1.000
v A n d o r	547	0	1.000
v A n d o r l A s	184	0	1.000
v A n d o r l O	48	0	1.000
v A n k o s	61	0	1.000
v A n sz o r g A s	14	0	1.000
v A r a k o z A s	2430	0	1.000
v A r a k o z O	49	0	1.000
v A r a n d O s	45	0	1.000
v a r a n gy	28	0	1.000
v a r a s	9	0	1.000
v a r a s o d A s	24	0	1.000
v A r a t l a n s A g	16	0	1.000
v a r A zs	180	0	1.000
v a r A zs l A s	132	0	1.000
v a r A zs l a t o s	88	0	1.000
v a r A zs l O	864	0	1.000
v a r i A n s	95	0	1.000
v a r j U	165	0	1.000
v A r O	49	0	1.000
v A r o m A ny o s	24	0	1.000
v A r o s i a k	147	0	1.000
v a r r A s	46	0	1.000
v A r t	460	0	1.000
v a s	652	0	1.000
v a s a	47	0	1.000
v a s a l A s	26	0	1.000
v a s a l O	18	0	1.000
v A s A r	519	0	1.000
v A s A r l A s	431	0	1.000
v A s A r l O	2480	0	1.000
v a s A r n a p	351	0	1.000
v a s a s	320	0	1.000
v a s t a g a b b	131	0	1.000
v A sz o n	126	0	1.000
v A z	159	0	1.000
v A z l a t	259	0	1.000
v A z l a t o s	63	0	1.000
v E k o ny	319	0	1.000
v e k t o r	431	0	1.000
v e n t i l l A t o r	50	0	1.000
v E t e l A r	287	0	1.000
v e t e r A n	584	0	1.000
v E t O	34	0	1.000
v e z E ny sz O	26	0	1.000
v i a d a l	488	0	1.000
v i a s k o d A s	28	0	1.000
v i a sz	58	0	1.000
v i b r A c i O	50	0	1.000
v i b r A l A s	14	0	1.000
v i b r A l O	21	0	1.000
v i cs o r g A s	14	0	1.000
v i d A m	586	0	1.000
v i d A m s A g	228	0	1.000
v i g a l o m	32	0	1.000
v i g a sz	233	0	1.000
v i g a sz t a l	235	0	1.000
v i g a sz t a l a n	70	0	1.000
v i g a sz t a l A s	153	0	1.000
v i g a sz t a l O	114	0	1.000
v I g s A g	41	0	1.000
v i gy A z O	22	0	1.000
v i h a r	776	0	1.000
v i h a r o s	149	0	1.000
v I k e n d h A z	31	0	1.000
v i l A g i a s	22	0	1.000
v i l A g I t A s	233	0	1.000
v i l A g I t O	22	0	1.000
v i l A g o s	937	0	1.000
v i l A g o s a b b	196	0	1.000
v i l A g o s s A g	663	0	1.000
v i l A g t a l a n	82	0	1.000
v i l l a	282	0	1.000
v i l l A m	172	0	1.000
v i l l A m l A s	32	0	1.000
v i l l a m o s s A g	25	0	1.000
v i l l a n	878	0	1.000
v i l l a n A s	32	0	1.000
v i l l a ny A r a m	18	0	1.000
v i l l a ny o sz l o p	5520	0	1.000
v i l l A s	15	0	1.000
v i l l O dz A s	26	0	1.000
v i l l o g A s	12	0	1.000
v i l l o g O	9	0	1.000
v i r A g	2530	0	1.000
v i r A g o s	16	0	1.000
v i r A g z A s	1630	0	1.000
v i r A g z a t	18	0	1.000
v i r A g z O	59	0	1.000
v i r g A cs	11	0	1.000
v i r g o n c	23	0	1.000
v i r r a d a t	15	0	1.000
v i r r a sz t A s	42	0	1.000
v i r t u O z	49	0	1.000
v i r t u s	113	0	1.000
v i r u l A s	12	0	1.000
v I r u s	5110	0	1.000
v i s k O	20	0	1.000
v i s n u	84	0	1.000
v i s sz A s	253	0	1.000
v i s sz A s s A g	44	0	1.000
v i s sz h a n g	140	0	1.000
v i sz A ly	217	0	1.000
v i sz A ly k o d A s	68	0	1.000
v i sz k o z i t A s	12	0	1.000
v i sz o n o s s A g	26	0	1.000
v i sz o n t a g s A g	55	0	1.000
v i sz o ny	2350	0	1.000
v i sz o ny a	7920	0	1.000
v i sz o ny l a g o s	77	0	1.000
v i sz o ny u l A s	92	0	1.000
v i sz o n z A s	16	0	1.000
v i t a l i t A s	50	0	1.000
v i t A s	47	0	1.000
v i t a t k o z A s	76	0	1.000
v i t a t k o z O	21	0	1.000
v i t a t O	12	0	1.000
v i t A z O	18	0	1.000
v i t o r l A s	76	0	1.000
v i t o r l A z A s	70	0	1.000
v i t o r l A z O	42	0	1.000
v i t r i o l	10	0	1.000
v i ty i l l O	11	0	1.000
v I v A s	79	0	1.000
v I v m A ny	249	0	1.000
v I v O	71	0	1.000
v I z i l O	105	0	1.000
v I z i O	255	0	1.000
v I z i sz o ny	8	0	1.000
v i zs g a	745	0	1.000
v i zs g A k	274	0	1.000
v i zs g A l a t	6900	0	1.000
v i zs g A l O	220	0	1.000
v i zs g A l O d O	17	0	1.000
v i zs g A z t a t A s	35	0	1.000
v i zs g A z t a t O	147	0	1.000
v i zs l a	76	0	1.000
v I z u m	23	0	1.000
v o l t	90	0	1.000
v o l t a	4050	0	1.000
v o l t u n k	52	0	1.000
v o n a k o d A s	21	0	1.000
v o n a l	1820	0	1.000
v o n a l a	1920	0	1.000
v o n a l a s	24	0	1.000
v o n a l U	56	0	1.000
v o n a l z O	23	0	1.000
v o n A s	372	0	1.000
v o n A s o k	178	0	1.000
v o n A s u k	7	0	1.000
v o n a t	1400	0	1.000
v o n a t k o z A s	77	0	1.000
v o n a t k o z O	57	0	1.000
v o n a t o k	173	0	1.000
v o n O	13	0	1.000
